Model,Metric,dataset,Data,Intercept,Mtry,Ncomp,C,Mean_Degree,Mean_Scale,Mean_Sigma,Mean_Performance,Std_Dev_Performance,Range_Performance,N,Splitting
PLS,RMSE,std_training,Spectra,NA,NA,141,NA,NA,NA,NA,8445503465.281904,6405974136.36921,21292926863.47488,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,141,NA,NA,NA,NA,38360148.95833093,151350327.10053664,678537618.3398571,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,140,NA,NA,NA,NA,6320114.666373733,16677097.725841384,71827333.92432077,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,141,NA,NA,NA,NA,6320114.666373733,16677097.725841384,71827333.92432077,20,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,141,NA,NA,NA,NA,3801638.765361004,9551346.432268295,37437344.25764619,20,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,140,NA,NA,NA,NA,1247234.2753930553,5216913.097616486,23394569.391178343,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,141,NA,NA,NA,NA,290591.86105268425,724018.3869709668,2997512.57495575,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,140,NA,NA,NA,NA,128764.4957214594,459116.5261036056,2066658.1397958377,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,139,NA,NA,NA,NA,6814.495363636572,13199.390603864993,43751.105264773716,20,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,140,NA,NA,NA,NA,4136.330057089423,8917.185799538163,36367.900317552514,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,139,NA,NA,NA,NA,3935.719102285152,13451.37368170318,60163.74272608955,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,140,NA,NA,NA,NA,1490.2083416705884,4484.446613741099,19915.3804719331,20,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,139,NA,NA,NA,NA,1331.553501241746,2761.4801187735447,9918.985939589325,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,138,NA,NA,NA,NA,740.7712112409557,2384.25338086497,10516.663167938625,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,138,NA,NA,NA,NA,206.39411400337772,671.2049897468434,2997.2402604161607,20,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,139,NA,NA,NA,NA,82.29950654517047,166.93563848966917,750.6272263593798,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,137,NA,NA,NA,NA,80.85757803798114,321.1273805744441,1443.3911872564906,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,139,NA,NA,NA,NA,54.6637973204758,118.75471792305501,401.59449756451426,20,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,138,NA,NA,NA,NA,37.73550848481432,104.30504516502224,470.1962309854715,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,137,NA,NA,NA,NA,12.303467776585963,32.661940437103375,140.97951803661297,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,136,NA,NA,NA,NA,7.16994739872427,29.944290316498048,134.31825556245215,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,138,NA,NA,NA,NA,5.929682797698603,18.09709181045733,79.73074207570164,20,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,138,NA,NA,NA,NA,2.960230150477759,3.5950455692914427,12.378670061419093,20,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,137,NA,NA,NA,NA,2.3589147350211244,6.82548760035298,30.373536113173582,20,Genotype
