Model,Metric,dataset,Data,Intercept,Mtry,Ncomp,C,Mean_Degree,Mean_Scale,Mean_Sigma,Mean_Performance,Std_Dev_Performance,Range_Performance,N,Splitting
PLS,RMSE,std_training,Spectra,NA,NA,141,NA,NA,NA,NA,9012609972.122194,5054390076.069025,18373293299.744892,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,141,NA,NA,NA,NA,178037131.1057806,755708838.7146691,3387570336.005473,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,141,NA,NA,NA,NA,59367121.75469971,264806236.97553772,1184401628.2474074,20,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,141,NA,NA,NA,NA,4418675.931313137,18638803.146103423,83555092.94381277,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,140,NA,NA,NA,NA,3069496.41620054,8929616.629196892,39744327.56138835,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,141,NA,NA,NA,NA,3069496.41620054,8929616.629196892,39744327.56138835,20,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,140,NA,NA,NA,NA,339246.0611458374,798400.4948225546,2996866.67877589,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,140,NA,NA,NA,NA,227720.2923756291,441161.3901945136,1383294.8035738915,20,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,140,NA,NA,NA,NA,73574.36778986994,314747.32601977885,1410359.749919704,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,139,NA,NA,NA,NA,11514.93167611437,32386.096523280667,146519.6166626493,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,139,NA,NA,NA,NA,3017.31989230757,7743.626945349384,32067.967956792454,20,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,139,NA,NA,NA,NA,2562.5273330404707,11178.697222051818,50050.80653331225,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,140,NA,NA,NA,NA,2015.0349893376754,5950.597373072223,26947.732410378077,20,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,139,NA,NA,NA,NA,554.7955584377954,1253.4143515482504,5671.357810962834,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,138,NA,NA,NA,NA,261.0697924623344,721.5975061931556,3262.6557720903834,20,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,138,NA,NA,NA,NA,168.9583131828663,743.282747889852,3326.700585371353,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,139,NA,NA,NA,NA,139.30276607786695,510.89736738972255,2283.689110896793,20,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,138,NA,NA,NA,NA,72.01761664025274,238.39874116875004,1071.893685072953,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,138,NA,NA,NA,NA,50.66560048962717,70.12586732339317,258.35828099651815,20,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,137,NA,NA,NA,NA,10.400298607941826,45.69906403975295,204.52357433086053,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,137,NA,NA,NA,NA,9.24458901441344,18.59534127855036,79.47659609826702,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,138,NA,NA,NA,NA,6.958362034019781,28.419376295772008,127.63300444687958,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,137,NA,NA,NA,NA,5.290531179208466,8.423286581352363,33.81105842762626,20,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,137,NA,NA,NA,NA,1.7585121179418568,3.8254895961398083,12.664997859853,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,137,NA,NA,NA,NA,1.4357211796702916,6.225236587258441,27.863345559415105,20,Genotype
PCR,Spearman_R,abs_training,Spectra,NA,NA,29,NA,NA,NA,NA,0.7273900569715548,0.054854766121598376,0.20012010026385718,20,Genotype
PCR,Spearman_R,abs_training,Spectra,NA,NA,28,NA,NA,NA,NA,0.7269528732787024,0.05866357810510323,0.22149379500673805,20,Genotype
PLS,Spearman_R,abs_training,Spectra,NA,NA,16,NA,NA,NA,NA,0.726639797675848,0.06373552742245149,0.2302442479851058,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,77.175,NA,NA,NA,0.7263651444829216,0.06233962027634238,0.22415158287254888,20,Genotype
PCR,Spearman_R,base_training,Spectra,NA,NA,31,NA,NA,NA,NA,0.7262295368763877,0.05034134415267886,0.16806466383079288,20,Genotype
PCR,Spearman_R,base_training,Spectra,NA,NA,27,NA,NA,NA,NA,0.7262196767214966,0.05311952793730735,0.21269939737681665,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,78.652,NA,NA,NA,0.7259735274628404,0.06293487612429281,0.22783550864964308,20,Genotype
PCR,Spearman_R,base_training,Spectra,NA,NA,28,NA,NA,NA,NA,0.725886120068396,0.053887053417978246,0.2010235732009925,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,74.263,NA,NA,NA,0.7258847023488358,0.06224236159574111,0.22561458521305633,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,81.648,NA,NA,NA,0.7257694139670485,0.06280580092245654,0.22835294305124265,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,87.808,NA,NA,NA,0.7257278737161459,0.06292478703537423,0.22623239120500693,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,83.167,NA,NA,NA,0.7256585648963518,0.062984432129392115,0.22700464869494508,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,75.712,NA,NA,NA,0.7256497961581465,0.06240856451316058,0.22566071978460533,20,Genotype
PCR,Spearman_R,base_training,Spectra,NA,NA,30,NA,NA,NA,NA,0.725621915012982,0.051436126375835445,0.17791977073440957,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,80.143,NA,NA,NA,0.7255947975282654,0.06354626872151199,0.22741158344712686,20,Genotype
PCR,Spearman_R,abs_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.7254290064318518,0.055747064677211536,0.21675411586364923,20,Genotype
PCR,Spearman_R,base_training,Spectra,NA,NA,29,NA,NA,NA,NA,0.7254184925327473,0.054653151657264074,0.18461095356256652,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,68.607,NA,NA,NA,0.7252198530347069,0.06279359042004568,0.22339989572307517,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,70,NA,NA,NA,0.7251849112573736,0.06293888863275748,0.22229364233957394,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,86.247,NA,NA,NA,0.7251821355103457,0.06374342548916358,0.22766204108950772,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,71.407,NA,NA,NA,0.7251570031022337,0.06285904217167633,0.22531815011029221,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,72.828,NA,NA,NA,0.725113183726494,0.06264936484512337,0.22389457706123128,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,94.19200000000001,NA,NA,NA,0.7251006121523236,0.06306130461981323,0.2212503568667905,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,89.383,NA,NA,NA,0.7250672225253748,0.06342918426189029,0.2237776863540426,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,92.575,NA,NA,NA,0.7250436277833242,0.06374169679487195,0.224610571920554,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,67.228,NA,NA,NA,0.7250284034646955,0.06285255790998608,0.2244914984903864,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,65.863,NA,NA,NA,0.7248179500743617,0.06301672826127487,0.22453950156258295,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,95.82300000000001,NA,NA,NA,0.7247979200359616,0.06310778396976513,0.22019834050209142,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,90.97200000000001,NA,NA,NA,0.7247835750463087,0.06351491747646487,0.2235920651230272,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,61.852000000000004,NA,NA,NA,0.7247625969316622,0.06288062277291633,0.22397608970060012,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,105.903,NA,NA,NA,0.7246747288660504,0.06259748572631436,0.2183000371924978,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,107.632,NA,NA,NA,0.7246603423804444,0.06273626505132265,0.21771864897230198,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,84.7,NA,NA,NA,0.7246478712206552,0.062384254844132826,0.2208678865675343,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,64.512,NA,NA,NA,0.7246426968199728,0.06336338545509482,0.22473151385136947,20,Genotype
PCR,Spearman_R,abs_training,Spectra,NA,NA,25,NA,NA,NA,NA,0.7245730997339759,0.05429190078890369,0.21457932699861137,20,Genotype
PCR,Spearman_R,abs_training,Spectra,NA,NA,30,NA,NA,NA,NA,0.7244820471269989,0.05267599646448813,0.1939046366647187,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,63.175000000000004,NA,NA,NA,0.7244621623871612,0.06288591396750243,0.22198894767839095,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,99.127,NA,NA,NA,0.7243227383315052,0.0639583181519175,0.21989433345730847,20,Genotype
PCR,Spearman_R,abs_training,Spectra,NA,NA,31,NA,NA,NA,NA,0.7242881170794232,0.05084671679936065,0.17877399536387406,20,Genotype
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,97.468,NA,NA,NA,0.724284397036234,0.06391664489462938,0.2284717022590792,20,Genotype
