Model,Metric,dataset,Data,Intercept,Mtry,Ncomp,C,Mean_Degree,Mean_Scale,Mean_Sigma,Mean_Performance,Std_Dev_Performance,Range_Performance,N,Splitting
PLS,RMSE,std_training,Spectra,NA,NA,141,NA,NA,NA,NA,27587749077.4841,79218728113.24562,362227117446.5799,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,141,NA,NA,NA,NA,769154083.5598598,2444116575.123198,9943019835.404366,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,141,NA,NA,NA,NA,9994530.652348805,34329608.62665015,149978417.32353994,19,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,140,NA,NA,NA,NA,9825944.814646946,33422492.081985652,149978417.32353994,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,141,NA,NA,NA,NA,3681167.5999405878,12740594.751779262,56814423.911653034,20,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,140,NA,NA,NA,NA,1216275.4196843766,4297669.371983593,18773469.149155796,19,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,141,NA,NA,NA,NA,873294.98696107,3187293.332582947,13986869.526578594,19,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,140,NA,NA,NA,NA,79706.41278943271,242441.55611546774,1073689.7169387052,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,139,NA,NA,NA,NA,38570.31023679756,149995.36185971802,674297.6886611516,20,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,140,NA,NA,NA,NA,9031.916139256013,26244.21048754949,107510.67646951905,19,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,139,NA,NA,NA,NA,7381.424432922464,30994.558186779774,139013.01058459046,20,Genotype
PLS,RMSE,base_training,Spectra,NA,NA,139,NA,NA,NA,NA,5175.229327308007,13816.537013839154,51124.89967935104,19,Genotype
PLS,RMSE,abs_training,Spectra,NA,NA,140,NA,NA,NA,NA,1859.5632541961297,4639.228480432404,18931.053097535856,20,Genotype
PLS,RMSE,max_training,Spectra,NA,NA,138,NA,NA,NA,NA,1459.6099591013212,5845.586365800049,25589.22109109042,19,Genotype
PLS,RMSE,sq_training,Spectra,NA,NA,139,NA,NA,NA,NA,535.9655492404144,2290.2024284443983,10263.802860693457,20,Genotype
PLS,RMSE,std_training,Spectra,NA,NA,138,NA,NA,NA,NA,518.856359942698,2177.701484817271,9510.866074572768,19,Genotype
